sample_id,haplotype,location,annotation_type,release,assembly_name,file_size
HG03516,1,s3://human-pangenomics/working/HPRC/HG03516/assemblies/release2/annotation/chains/minigraph-cactus/HG03516_pat_hprc_r2_v1.1.0_vs_GRCh38.chain.gz,chains GRCh38,2,HG03516_pat_hprc_r2_v1.1.0,2731046
HG03521,1,s3://human-pangenomics/working/HPRC/HG03521/assemblies/release2/annotation/chains/minigraph-cactus/HG03521_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03521_hap1_hprc_r2_v1.0.1,2602818
HG03521,2,s3://human-pangenomics/working/HPRC/HG03521/assemblies/release2/annotation/chains/minigraph-cactus/HG03521_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03521_hap2_hprc_r2_v1.0.1,2723609
HG03540,2,s3://human-pangenomics/working/HPRC/HG03540/assemblies/release2/annotation/chains/minigraph-cactus/HG03540_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03540_mat_hprc_r2_v1.0.1,2689008
HG03540,1,s3://human-pangenomics/working/HPRC/HG03540/assemblies/release2/annotation/chains/minigraph-cactus/HG03540_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03540_pat_hprc_r2_v1.0.1,2708652
HG03579,2,s3://human-pangenomics/working/HPRC/HG03579/assemblies/release2/annotation/chains/minigraph-cactus/HG03579_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03579_mat_hprc_r2_v1.0.1,2733875
HG03579,1,s3://human-pangenomics/working/HPRC/HG03579/assemblies/release2/annotation/chains/minigraph-cactus/HG03579_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03579_pat_hprc_r2_v1.0.1,2597741
HG03583,1,s3://human-pangenomics/working/HPRC/HG03583/assemblies/release2/annotation/chains/minigraph-cactus/HG03583_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03583_hap1_hprc_r2_v1.0.1,2742565
HG03583,2,s3://human-pangenomics/working/HPRC/HG03583/assemblies/release2/annotation/chains/minigraph-cactus/HG03583_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03583_hap2_hprc_r2_v1.0.1,2738089
HG03654,2,s3://human-pangenomics/working/HPRC/HG03654/assemblies/release2/annotation/chains/minigraph-cactus/HG03654_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03654_mat_hprc_r2_v1.0.1,2410509
HG03654,1,s3://human-pangenomics/working/HPRC/HG03654/assemblies/release2/annotation/chains/minigraph-cactus/HG03654_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03654_pat_hprc_r2_v1.0.1,2312783
HG03669,2,s3://human-pangenomics/working/HPRC/HG03669/assemblies/release2/annotation/chains/minigraph-cactus/HG03669_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03669_mat_hprc_r2_v1.0.1,2399603
HG03669,1,s3://human-pangenomics/working/HPRC/HG03669/assemblies/release2/annotation/chains/minigraph-cactus/HG03669_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03669_pat_hprc_r2_v1.0.1,2413795
HG03688,2,s3://human-pangenomics/working/HPRC/HG03688/assemblies/release2/annotation/chains/minigraph-cactus/HG03688_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03688_mat_hprc_r2_v1.0.1,2403490
HG03688,1,s3://human-pangenomics/working/HPRC/HG03688/assemblies/release2/annotation/chains/minigraph-cactus/HG03688_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03688_pat_hprc_r2_v1.0.1,2318154
HG03704,2,s3://human-pangenomics/working/HPRC/HG03704/assemblies/release2/annotation/chains/minigraph-cactus/HG03704_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03704_mat_hprc_r2_v1.0.1,2403310
HG03704,1,s3://human-pangenomics/working/HPRC/HG03704/assemblies/release2/annotation/chains/minigraph-cactus/HG03704_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03704_pat_hprc_r2_v1.0.1,2378790
HG03710,2,s3://human-pangenomics/working/HPRC/HG03710/assemblies/release2/annotation/chains/minigraph-cactus/HG03710_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03710_mat_hprc_r2_v1.0.1,2426824
HG03710,1,s3://human-pangenomics/working/HPRC/HG03710/assemblies/release2/annotation/chains/minigraph-cactus/HG03710_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03710_pat_hprc_r2_v1.0.1,2320318
HG03742,1,s3://human-pangenomics/working/HPRC/HG03742/assemblies/release2/annotation/chains/minigraph-cactus/HG03742_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03742_hap1_hprc_r2_v1.0.1,2310902
HG03742,2,s3://human-pangenomics/working/HPRC/HG03742/assemblies/release2/annotation/chains/minigraph-cactus/HG03742_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03742_hap2_hprc_r2_v1.0.1,2396309
HG03784,1,s3://human-pangenomics/working/HPRC/HG03784/assemblies/release2/annotation/chains/minigraph-cactus/HG03784_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03784_hap1_hprc_r2_v1.0.1,2415118
HG03784,2,s3://human-pangenomics/working/HPRC/HG03784/assemblies/release2/annotation/chains/minigraph-cactus/HG03784_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03784_hap2_hprc_r2_v1.0.1,2416405
HG03804,2,s3://human-pangenomics/working/HPRC/HG03804/assemblies/release2/annotation/chains/minigraph-cactus/HG03804_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03804_mat_hprc_r2_v1.0.1,2405529
HG03804,1,s3://human-pangenomics/working/HPRC/HG03804/assemblies/release2/annotation/chains/minigraph-cactus/HG03804_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03804_pat_hprc_r2_v1.0.1,2409840
HG03816,2,s3://human-pangenomics/working/HPRC/HG03816/assemblies/release2/annotation/chains/minigraph-cactus/HG03816_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03816_mat_hprc_r2_v1.0.1,2408489
HG03816,1,s3://human-pangenomics/working/HPRC/HG03816/assemblies/release2/annotation/chains/minigraph-cactus/HG03816_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03816_pat_hprc_r2_v1.0.1,2401403
HG03831,2,s3://human-pangenomics/working/HPRC/HG03831/assemblies/release2/annotation/chains/minigraph-cactus/HG03831_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03831_mat_hprc_r2_v1.0.1,2422939
HG03831,1,s3://human-pangenomics/working/HPRC/HG03831/assemblies/release2/annotation/chains/minigraph-cactus/HG03831_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03831_pat_hprc_r2_v1.0.1,2422783
HG03834,2,s3://human-pangenomics/working/HPRC/HG03834/assemblies/release2/annotation/chains/minigraph-cactus/HG03834_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03834_mat_hprc_r2_v1.0.1,2418009
HG03834,1,s3://human-pangenomics/working/HPRC/HG03834/assemblies/release2/annotation/chains/minigraph-cactus/HG03834_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03834_pat_hprc_r2_v1.0.1,2415343
HG03874,1,s3://human-pangenomics/working/HPRC/HG03874/assemblies/release2/annotation/chains/minigraph-cactus/HG03874_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03874_hap1_hprc_r2_v1.0.1,2412916
HG03874,2,s3://human-pangenomics/working/HPRC/HG03874/assemblies/release2/annotation/chains/minigraph-cactus/HG03874_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03874_hap2_hprc_r2_v1.0.1,2419167
HG03927,2,s3://human-pangenomics/working/HPRC/HG03927/assemblies/release2/annotation/chains/minigraph-cactus/HG03927_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03927_mat_hprc_r2_v1.0.1,2411028
HG03927,1,s3://human-pangenomics/working/HPRC/HG03927/assemblies/release2/annotation/chains/minigraph-cactus/HG03927_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03927_pat_hprc_r2_v1.0.1,2419655
HG03942,2,s3://human-pangenomics/working/HPRC/HG03942/assemblies/release2/annotation/chains/minigraph-cactus/HG03942_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03942_mat_hprc_r2_v1.0.1,2415460
HG03942,1,s3://human-pangenomics/working/HPRC/HG03942/assemblies/release2/annotation/chains/minigraph-cactus/HG03942_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG03942_pat_hprc_r2_v1.0.1,2310008
HG04115,2,s3://human-pangenomics/working/HPRC/HG04115/assemblies/release2/annotation/chains/minigraph-cactus/HG04115_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04115_mat_hprc_r2_v1.0.1,2437765
HG04115,1,s3://human-pangenomics/working/HPRC/HG04115/assemblies/release2/annotation/chains/minigraph-cactus/HG04115_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04115_pat_hprc_r2_v1.0.1,2334280
HG04157,2,s3://human-pangenomics/working/HPRC/HG04157/assemblies/release2/annotation/chains/minigraph-cactus/HG04157_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04157_mat_hprc_r2_v1.0.1,2404007
HG04157,1,s3://human-pangenomics/working/HPRC/HG04157/assemblies/release2/annotation/chains/minigraph-cactus/HG04157_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04157_pat_hprc_r2_v1.0.1,2314769
HG04160,2,s3://human-pangenomics/working/HPRC/HG04160/assemblies/release2/annotation/chains/minigraph-cactus/HG04160_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04160_mat_hprc_r2_v1.0.1,2414613
HG04160,1,s3://human-pangenomics/working/HPRC/HG04160/assemblies/release2/annotation/chains/minigraph-cactus/HG04160_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04160_pat_hprc_r2_v1.0.1,2311634
HG04184,2,s3://human-pangenomics/working/HPRC/HG04184/assemblies/release2/annotation/chains/minigraph-cactus/HG04184_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04184_mat_hprc_r2_v1.0.1,2406420
HG04184,1,s3://human-pangenomics/working/HPRC/HG04184/assemblies/release2/annotation/chains/minigraph-cactus/HG04184_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04184_pat_hprc_r2_v1.0.1,2401093
HG04187,2,s3://human-pangenomics/working/HPRC/HG04187/assemblies/release2/annotation/chains/minigraph-cactus/HG04187_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04187_mat_hprc_r2_v1.0.1,2405687
HG04187,1,s3://human-pangenomics/working/HPRC/HG04187/assemblies/release2/annotation/chains/minigraph-cactus/HG04187_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04187_pat_hprc_r2_v1.0.1,2331357
HG04199,2,s3://human-pangenomics/working/HPRC/HG04199/assemblies/release2/annotation/chains/minigraph-cactus/HG04199_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04199_mat_hprc_r2_v1.0.1,2407038
HG04199,1,s3://human-pangenomics/working/HPRC/HG04199/assemblies/release2/annotation/chains/minigraph-cactus/HG04199_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04199_pat_hprc_r2_v1.0.1,2327635
HG04204,2,s3://human-pangenomics/working/HPRC/HG04204/assemblies/release2/annotation/chains/minigraph-cactus/HG04204_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04204_mat_hprc_r2_v1.0.1,2416245
HG04204,1,s3://human-pangenomics/working/HPRC/HG04204/assemblies/release2/annotation/chains/minigraph-cactus/HG04204_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04204_pat_hprc_r2_v1.0.1,2324253
HG04228,2,s3://human-pangenomics/working/HPRC/HG04228/assemblies/release2/annotation/chains/minigraph-cactus/HG04228_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04228_mat_hprc_r2_v1.0.1,2412106
HG04228,1,s3://human-pangenomics/working/HPRC/HG04228/assemblies/release2/annotation/chains/minigraph-cactus/HG04228_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,HG04228_pat_hprc_r2_v1.0.1,2319674
HG06807,2,s3://human-pangenomics/working/HPRC/HG06807/assemblies/release2/annotation/chains/minigraph-cactus/HG06807_mat_v1_vs_GRCh38.chain.gz,chains GRCh38,2,HG06807_mat_v1,2704493
HG06807,1,s3://human-pangenomics/working/HPRC/HG06807/assemblies/release2/annotation/chains/minigraph-cactus/HG06807_pat_v1_vs_GRCh38.chain.gz,chains GRCh38,2,HG06807_pat_v1,2602787
NA18505,1,s3://human-pangenomics/working/HPRC/NA18505/assemblies/release2/annotation/chains/minigraph-cactus/NA18505_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18505_hap1_hprc_r2_v1.0.1,2712551
NA18505,2,s3://human-pangenomics/working/HPRC/NA18505/assemblies/release2/annotation/chains/minigraph-cactus/NA18505_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18505_hap2_hprc_r2_v1.0.1,2715863
NA18508,1,s3://human-pangenomics/working/HPRC/NA18508/assemblies/release2/annotation/chains/minigraph-cactus/NA18508_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18508_hap1_hprc_r2_v1.0.1,2715816
NA18508,2,s3://human-pangenomics/working/HPRC/NA18508/assemblies/release2/annotation/chains/minigraph-cactus/NA18508_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18508_hap2_hprc_r2_v1.0.1,2717779
NA18522,1,s3://human-pangenomics/working/HPRC/NA18522/assemblies/release2/annotation/chains/minigraph-cactus/NA18522_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18522_hap1_hprc_r2_v1.0.1,2600395
NA18522,2,s3://human-pangenomics/working/HPRC/NA18522/assemblies/release2/annotation/chains/minigraph-cactus/NA18522_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18522_hap2_hprc_r2_v1.0.1,2702635
NA18565,1,s3://human-pangenomics/working/HPRC/NA18565/assemblies/release2/annotation/chains/minigraph-cactus/NA18565_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18565_hap1_hprc_r2_v1.0.1,2413799
NA18565,2,s3://human-pangenomics/working/HPRC/NA18565/assemblies/release2/annotation/chains/minigraph-cactus/NA18565_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18565_hap2_hprc_r2_v1.0.1,2423264
NA18570,1,s3://human-pangenomics/working/HPRC/NA18570/assemblies/release2/annotation/chains/minigraph-cactus/NA18570_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18570_hap1_hprc_r2_v1.0.1,2428165
NA18570,2,s3://human-pangenomics/working/HPRC/NA18570/assemblies/release2/annotation/chains/minigraph-cactus/NA18570_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18570_hap2_hprc_r2_v1.0.1,2427935
NA18608,1,s3://human-pangenomics/working/HPRC/NA18608/assemblies/release2/annotation/chains/minigraph-cactus/NA18608_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18608_hap1_hprc_r2_v1.0.1,2314962
NA18608,2,s3://human-pangenomics/working/HPRC/NA18608/assemblies/release2/annotation/chains/minigraph-cactus/NA18608_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18608_hap2_hprc_r2_v1.0.1,2413734
NA18620,1,s3://human-pangenomics/working/HPRC/NA18620/assemblies/release2/annotation/chains/minigraph-cactus/NA18620_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18620_hap1_hprc_r2_v1.0.1,2323438
NA18620,2,s3://human-pangenomics/working/HPRC/NA18620/assemblies/release2/annotation/chains/minigraph-cactus/NA18620_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18620_hap2_hprc_r2_v1.0.1,2440406
NA18747,1,s3://human-pangenomics/working/HPRC/NA18747/assemblies/release2/annotation/chains/minigraph-cactus/NA18747_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18747_hap1_hprc_r2_v1.0.1,2331788
NA18747,2,s3://human-pangenomics/working/HPRC/NA18747/assemblies/release2/annotation/chains/minigraph-cactus/NA18747_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18747_hap2_hprc_r2_v1.0.1,2405463
NA18879,1,s3://human-pangenomics/working/HPRC/NA18879/assemblies/release2/annotation/chains/minigraph-cactus/NA18879_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18879_hap1_hprc_r2_v1.0.1,2616880
NA18879,2,s3://human-pangenomics/working/HPRC/NA18879/assemblies/release2/annotation/chains/minigraph-cactus/NA18879_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18879_hap2_hprc_r2_v1.0.1,2727066
NA18906,2,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/release2/annotation/chains/minigraph-cactus/NA18906_mat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18906_mat_hprc_r2_v1.0.1,2709749
NA18906,1,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/release2/annotation/chains/minigraph-cactus/NA18906_pat_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18906_pat_hprc_r2_v1.0.1,2722160
NA18940,1,s3://human-pangenomics/working/HPP/NA18940/assemblies/release2/annotation/chains/minigraph-cactus/NA18940_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18940_hap1_hprc_r2_v1.0.1,2324904
NA18940,2,s3://human-pangenomics/working/HPP/NA18940/assemblies/release2/annotation/chains/minigraph-cactus/NA18940_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18940_hap2_hprc_r2_v1.0.1,2406551
NA18943,1,s3://human-pangenomics/working/HPP/NA18943/assemblies/release2/annotation/chains/minigraph-cactus/NA18943_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18943_hap1_hprc_r2_v1.0.1,2339720
NA18943,2,s3://human-pangenomics/working/HPP/NA18943/assemblies/release2/annotation/chains/minigraph-cactus/NA18943_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18943_hap2_hprc_r2_v1.0.1,2436564
NA18944,1,s3://human-pangenomics/working/HPP/NA18944/assemblies/release2/annotation/chains/minigraph-cactus/NA18944_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18944_hap1_hprc_r2_v1.0.1,2348755
NA18944,2,s3://human-pangenomics/working/HPP/NA18944/assemblies/release2/annotation/chains/minigraph-cactus/NA18944_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18944_hap2_hprc_r2_v1.0.1,2436558
NA18945,1,s3://human-pangenomics/working/HPP/NA18945/assemblies/release2/annotation/chains/minigraph-cactus/NA18945_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18945_hap1_hprc_r2_v1.0.1,2339258
NA18945,2,s3://human-pangenomics/working/HPP/NA18945/assemblies/release2/annotation/chains/minigraph-cactus/NA18945_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18945_hap2_hprc_r2_v1.0.1,2432603
NA18948,1,s3://human-pangenomics/working/HPP/NA18948/assemblies/release2/annotation/chains/minigraph-cactus/NA18948_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18948_hap1_hprc_r2_v1.0.1,2340451
NA18948,2,s3://human-pangenomics/working/HPP/NA18948/assemblies/release2/annotation/chains/minigraph-cactus/NA18948_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18948_hap2_hprc_r2_v1.0.1,2430591
NA18952,1,s3://human-pangenomics/working/HPRC/NA18952/assemblies/release2/annotation/chains/minigraph-cactus/NA18952_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18952_hap1_hprc_r2_v1.0.1,2339866
NA18952,2,s3://human-pangenomics/working/HPRC/NA18952/assemblies/release2/annotation/chains/minigraph-cactus/NA18952_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18952_hap2_hprc_r2_v1.0.1,2414923
NA18959,1,s3://human-pangenomics/working/HPP/NA18959/assemblies/release2/annotation/chains/minigraph-cactus/NA18959_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18959_hap1_hprc_r2_v1.0.1,2336480
NA18959,2,s3://human-pangenomics/working/HPP/NA18959/assemblies/release2/annotation/chains/minigraph-cactus/NA18959_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18959_hap2_hprc_r2_v1.0.1,2456362
NA18960,1,s3://human-pangenomics/working/HPP/NA18960/assemblies/release2/annotation/chains/minigraph-cactus/NA18960_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18960_hap1_hprc_r2_v1.0.1,2360925
NA18960,2,s3://human-pangenomics/working/HPP/NA18960/assemblies/release2/annotation/chains/minigraph-cactus/NA18960_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18960_hap2_hprc_r2_v1.0.1,2441556
NA18967,1,s3://human-pangenomics/working/HPP/NA18967/assemblies/release2/annotation/chains/minigraph-cactus/NA18967_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18967_hap1_hprc_r2_v1.0.1,2334421
NA18967,2,s3://human-pangenomics/working/HPP/NA18967/assemblies/release2/annotation/chains/minigraph-cactus/NA18967_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18967_hap2_hprc_r2_v1.0.1,2417641
NA18970,1,s3://human-pangenomics/working/HPP/NA18970/assemblies/release2/annotation/chains/minigraph-cactus/NA18970_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18970_hap1_hprc_r2_v1.0.1,2340701
NA18970,2,s3://human-pangenomics/working/HPP/NA18970/assemblies/release2/annotation/chains/minigraph-cactus/NA18970_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18970_hap2_hprc_r2_v1.0.1,2437800
NA18971,1,s3://human-pangenomics/working/HPRC/NA18971/assemblies/release2/annotation/chains/minigraph-cactus/NA18971_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18971_hap1_hprc_r2_v1.0.1,2321915
NA18971,2,s3://human-pangenomics/working/HPRC/NA18971/assemblies/release2/annotation/chains/minigraph-cactus/NA18971_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18971_hap2_hprc_r2_v1.0.1,2416273
NA18974,1,s3://human-pangenomics/working/HPRC/NA18974/assemblies/release2/annotation/chains/minigraph-cactus/NA18974_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18974_hap1_hprc_r2_v1.0.1,2327503
NA18974,2,s3://human-pangenomics/working/HPRC/NA18974/assemblies/release2/annotation/chains/minigraph-cactus/NA18974_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18974_hap2_hprc_r2_v1.0.1,2413781
NA18976,1,s3://human-pangenomics/working/HPRC/NA18976/assemblies/release2/annotation/chains/minigraph-cactus/NA18976_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18976_hap1_hprc_r2_v1.0.1,2442057
NA18976,2,s3://human-pangenomics/working/HPRC/NA18976/assemblies/release2/annotation/chains/minigraph-cactus/NA18976_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18976_hap2_hprc_r2_v1.0.1,2420391
NA18982,1,s3://human-pangenomics/working/HPP/NA18982/assemblies/release2/annotation/chains/minigraph-cactus/NA18982_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18982_hap1_hprc_r2_v1.0.1,2344994
NA18982,2,s3://human-pangenomics/working/HPP/NA18982/assemblies/release2/annotation/chains/minigraph-cactus/NA18982_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18982_hap2_hprc_r2_v1.0.1,2435070
NA18983,1,s3://human-pangenomics/working/HPRC/NA18983/assemblies/release2/annotation/chains/minigraph-cactus/NA18983_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18983_hap1_hprc_r2_v1.0.1,2339064
NA18983,2,s3://human-pangenomics/working/HPRC/NA18983/assemblies/release2/annotation/chains/minigraph-cactus/NA18983_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA18983_hap2_hprc_r2_v1.0.1,2429632
NA19036,1,s3://human-pangenomics/working/HPRC/NA19036/assemblies/release2/annotation/chains/minigraph-cactus/NA19036_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA19036_hap1_hprc_r2_v1.0.1,2715250
NA19036,2,s3://human-pangenomics/working/HPRC/NA19036/assemblies/release2/annotation/chains/minigraph-cactus/NA19036_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA19036_hap2_hprc_r2_v1.0.1,2723163
NA19043,1,s3://human-pangenomics/working/HPRC/NA19043/assemblies/release2/annotation/chains/minigraph-cactus/NA19043_hap1_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA19043_hap1_hprc_r2_v1.0.1,2587216
NA19043,2,s3://human-pangenomics/working/HPRC/NA19043/assemblies/release2/annotation/chains/minigraph-cactus/NA19043_hap2_hprc_r2_v1.0.1_vs_GRCh38.chain.gz,chains GRCh38,2,NA19043_hap2_hprc_r2_v1.0.1,2727263
