accession,barcode,basecaller,basecaller_model,basecaller_version,bioproject_accession,biosample_accession,ccs_algorithm,coverage,coverage_over_100kb,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,family_id,filename,filetype,gender,generator_contact,generator_facility,instrument_model,iso_filename,library_source,library_strategy,lima_version,maternal_id,mm_tag,n50,other_comments,paternal_id,path,phasing,platform,platform_unit_1,platform_unit_2,pool,primrose_filename,production,relationship,sample_id,second_order,sequencing_chemistry,siblings,study,third_order,total_gbp,total_reads,whales,file_size
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861653,N/A,11.66,N/A,N/A,N/A,N/A,N/A,HG00621.m64136_200713_062514.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21698,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00621.m64136_200713_062514.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00621,N/A,N/A,N/A,SRP305758,N/A,36.14,1628468,N/A,26327839769
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861653,N/A,11.96,N/A,N/A,N/A,N/A,N/A,HG00621.m64136_200714_125149.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21886,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00621.m64136_200714_125149.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00621,N/A,N/A,N/A,SRP305758,N/A,37.09,1660100,N/A,27041148314
SRR26545304,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN33758781,N/A,12.43,N/A,N/A,N/A,N/A,N/A,HG00639.m54329U_211222_104516.dc.q20.fastq.gz,fastq,N/A,kmiyamot@uw.edu,University of Washington,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20677,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00639.m54329U_211222_104516.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20,N/A,HG00639,N/A,N/A,N/A,SRP305758,N/A,38.55,1935344,N/A,29975531225
SRR26545304,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN33758781,N/A,12.88,N/A,N/A,N/A,N/A,N/A,HG00639.m54329U_211230_014258.dc.q20.fastq.gz,fastq,N/A,kmiyamot@uw.edu,University of Washington,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20832,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00639.m54329U_211230_014258.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20,N/A,HG00639,N/A,N/A,N/A,SRP305758,N/A,39.94,1987877,N/A,30806282188
SRR26545304,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN33758781,N/A,14.37,N/A,N/A,N/A,N/A,N/A,HG00639.m54329U_211231_123903.dc.q20.fastq.gz,fastq,N/A,kmiyamot@uw.edu,University of Washington,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21010,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00639.m54329U_211231_123903.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20,N/A,HG00639,N/A,N/A,N/A,SRP305758,N/A,44.55,2199043,N/A,33934989701
SRR26545304,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN33758781,N/A,2.19,N/A,N/A,N/A,N/A,N/A,HG00639.m64076_220216_013707.dc.q20.fastq.gz,fastq,N/A,kmiyamot@uw.edu,University of Washington,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20872,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00639.m64076_220216_013707.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20,N/A,HG00639,N/A,N/A,N/A,SRP305758,N/A,6.79,337976,N/A,5189933475
SRR25618910,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN26267378,N/A,13.52,N/A,N/A,N/A,N/A,N/A,HG00642.m54329U_210524_174516.dc.q20.fastq.gz,fastq,N/A,kmiyamot@uw.edu,University of Washington,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20305,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00642.m54329U_210524_174516.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2,N/A,HG00642,N/A,N/A,N/A,SRP305758,N/A,41.9,2098346,N/A,28557582222
SRR25618910,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN26267378,N/A,11.28,N/A,N/A,N/A,N/A,N/A,HG00642.m64076_210516_091844.dc.q20.fastq.gz,fastq,N/A,kmiyamot@uw.edu,University of Washington,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,19569,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00642.m64076_210516_091844.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2,N/A,HG00642,N/A,N/A,N/A,SRP305758,N/A,34.96,1807795,N/A,24661613362
SRR25618910,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN26267378,N/A,11.51,N/A,N/A,N/A,N/A,N/A,HG00642.m64076_210520_213355.dc.q20.fastq.gz,fastq,N/A,kmiyamot@uw.edu,University of Washington,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20383,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00642.m64076_210520_213355.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2,N/A,HG00642,N/A,N/A,N/A,SRP305758,N/A,35.68,1782498,N/A,24792670892
SRR25618910,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN26267378,N/A,11.39,N/A,N/A,N/A,N/A,N/A,HG00642.m64076_210522_082905.dc.q20.fastq.gz,fastq,N/A,kmiyamot@uw.edu,University of Washington,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20418,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00642.m64076_210522_082905.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2,N/A,HG00642,N/A,N/A,N/A,SRP305758,N/A,35.31,1762529,N/A,24192056485
SRR30729139,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN37797096,N/A,6.77,N/A,N/A,N/A,N/A,N/A,HG00658.m64055e_220304_184221.dc.q20.fastq.gz,fastq,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,18366,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00658.m64055e_220304_184221.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,N/A,HG00658,N/A,N/A,N/A,SRP305758,N/A,20.98,1192861,N/A,16106002325
SRR30729217,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN37797096,N/A,5.39,N/A,N/A,N/A,N/A,N/A,HG00658.m64055e_220403_045718.dc.q20.fastq.gz,fastq,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,15901,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00658.m64055e_220403_045718.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,N/A,HG00658,N/A,N/A,N/A,SRP305758,N/A,16.7,1089397,N/A,12929441595
SRR30729174,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN37797096,N/A,6.91,N/A,N/A,N/A,N/A,N/A,HG00658.m64055e_220504_181614.dc.q20.fastq.gz,fastq,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,18158,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00658.m64055e_220504_181614.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,N/A,HG00658,N/A,N/A,N/A,SRP305758,N/A,21.41,1239140,N/A,16698382967
SRR30729128,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN37797096,N/A,5.82,N/A,N/A,N/A,N/A,N/A,HG00658.m64330e_220225_192221.dc.q20.fastq.gz,fastq,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21886,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00658.m64330e_220225_192221.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,N/A,HG00658,N/A,N/A,N/A,SRP305758,N/A,18.05,815679,N/A,13755934082
SRR30729228,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN37797096,N/A,8.58,N/A,N/A,N/A,N/A,N/A,HG00658.m64330e_220512_181140.dc.q20.fastq.gz,fastq,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,18594,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00658.m64330e_220512_181140.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,N/A,HG00658,N/A,N/A,N/A,SRP305758,N/A,26.59,1495305,N/A,20559814858
SRR30729163,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN37797096,N/A,7.37,N/A,N/A,N/A,N/A,N/A,HG00658.m64334e_220429_152228.dc.q20.fastq.gz,fastq,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,19764,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00658.m64334e_220429_152228.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,N/A,HG00658,N/A,N/A,N/A,SRP305758,N/A,22.84,1214860,N/A,17893962912
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861654,N/A,11.26,N/A,N/A,N/A,N/A,N/A,HG00673.m64043_200716_182902.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21181,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00673.m64043_200716_182902.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00673,N/A,N/A,N/A,SRP305758,N/A,34.92,1668720,N/A,26439700833
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861654,N/A,12.62,N/A,N/A,N/A,N/A,N/A,HG00673.m64043_200718_004213.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21269,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00673.m64043_200718_004213.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00673,N/A,N/A,N/A,SRP305758,N/A,39.12,1861474,N/A,28887736859
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861654,N/A,13.05,N/A,N/A,N/A,N/A,N/A,HG00673.m64043_200719_070806.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21088,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00673.m64043_200719_070806.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00673,N/A,N/A,N/A,SRP305758,N/A,40.45,1938109,N/A,29898990952
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861654,N/A,11.67,N/A,N/A,N/A,N/A,N/A,HG00673.m64043_200720_133355.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21212,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00673.m64043_200720_133355.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00673,N/A,N/A,N/A,SRP305758,N/A,36.18,1725682,N/A,27016857400
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861655,N/A,14.19,N/A,N/A,N/A,N/A,N/A,HG00735.m64043_200702_173033.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,22561,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00735.m64043_200702_173033.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00735,N/A,N/A,N/A,SRP305758,N/A,44,1961390,N/A,32431171002
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861655,N/A,13.15,N/A,N/A,N/A,N/A,N/A,HG00735.m64043_200703_234328.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,22586,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00735.m64043_200703_234328.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00735,N/A,N/A,N/A,SRP305758,N/A,40.75,1812865,N/A,30091814326
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861655,N/A,13.45,N/A,N/A,N/A,N/A,N/A,HG00735.m64043_200705_060840.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,22482,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00735.m64043_200705_060840.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00735,N/A,N/A,N/A,SRP305758,N/A,41.71,1864709,N/A,30721442334
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861655,N/A,11.98,N/A,N/A,N/A,N/A,N/A,HG00735.m64043_200706_123423.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,22401,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00735.m64043_200706_123423.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00735,N/A,N/A,N/A,SRP305758,N/A,37.13,1665497,N/A,27331249121
SRR25618909,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN26237493,N/A,9.74,N/A,N/A,N/A,N/A,N/A,HG00738.m64043_210530_003337.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20930,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64043_210530_003337.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2,N/A,HG00738,N/A,N/A,N/A,SRP305758,N/A,30.2,1393853,N/A,20877794295
SRR25618909,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN26237493,N/A,10,N/A,N/A,N/A,N/A,N/A,HG00738.m64043_210531_080529.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21064,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64043_210531_080529.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2,N/A,HG00738,N/A,N/A,N/A,SRP305758,N/A,31,1423613,N/A,21373272952
SRR25618909,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN26237493,N/A,10.04,N/A,N/A,N/A,N/A,N/A,HG00738.m64043_210601_160048.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21371,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64043_210601_160048.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2,N/A,HG00738,N/A,N/A,N/A,SRP305758,N/A,31.13,1411582,N/A,21391786803
SRR25618909,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN26237493,N/A,8.28,N/A,N/A,N/A,N/A,N/A,HG00738.m64136_210602_151340.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,21121,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64136_210602_151340.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2,N/A,HG00738,N/A,N/A,N/A,SRP305758,N/A,25.65,1174272,N/A,18034333259
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861656,N/A,12.21,N/A,N/A,N/A,N/A,N/A,HG00741.m64136_200625_174949.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,25123,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00741.m64136_200625_174949.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00741,N/A,N/A,N/A,SRP305758,N/A,37.85,1518430,N/A,27687251626
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861656,N/A,11.52,N/A,N/A,N/A,N/A,N/A,HG00741.m64136_200627_000247.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,25131,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00741.m64136_200627_000247.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00741,N/A,N/A,N/A,SRP305758,N/A,35.71,1433288,N/A,26015873714
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861656,N/A,12.37,N/A,N/A,N/A,N/A,N/A,HG00741.m64136_200628_062837.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,25173,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00741.m64136_200628_062837.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00741,N/A,N/A,N/A,SRP305758,N/A,38.34,1536072,N/A,27971079952
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861656,N/A,11.75,N/A,N/A,N/A,N/A,N/A,HG00741.m64136_200629_125431.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,25118,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00741.m64136_200629_125431.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG00741,N/A,N/A,N/A,SRP305758,N/A,36.43,1462598,N/A,26716944636
SRR30729186,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861657,N/A,17.15,N/A,N/A,N/A,N/A,N/A,HG01071.m64043_220520_191036.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20550,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01071.m64043_220520_191036.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,N/A,HG01071,N/A,N/A,N/A,SRP305758,N/A,53.16,2572055,N/A,40831013155
SRR30729155,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861657,N/A,13.01,N/A,N/A,N/A,N/A,N/A,HG01071.m64043_220522_151822.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,20569,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01071.m64043_220522_151822.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,N/A,HG01071,N/A,N/A,N/A,SRP305758,N/A,40.34,1949910,N/A,31022752642
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861657,N/A,11.63,N/A,N/A,N/A,N/A,N/A,HG01071.m64136_200702_173125.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,27208,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01071.m64136_200702_173125.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG01071,N/A,N/A,N/A,SRP305758,N/A,36.05,1337979,N/A,25795935229
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861657,N/A,10.41,N/A,N/A,N/A,N/A,N/A,HG01071.m64136_200703_234438.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,27244,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01071.m64136_200703_234438.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG01071,N/A,N/A,N/A,SRP305758,N/A,32.28,1198478,N/A,23255371914
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861657,N/A,10.92,N/A,N/A,N/A,N/A,N/A,HG01071.m64136_200705_061033.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,27213,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01071.m64136_200705_061033.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG01071,N/A,N/A,N/A,SRP305758,N/A,33.86,1257376,N/A,24412263334
,N/A,deepconsensus,N/A,1.2,PRJNA701308,SAMN17861657,N/A,10.97,N/A,N/A,N/A,N/A,N/A,HG01071.m64136_200706_123635.dc.q20.fastq.gz,fastq,N/A,tgraves@wustl.edu,Washington University,Sequel II,N/A,GENOMIC,WGS,N/A,N/A,N/A,27324,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01071.m64136_200706_123635.dc.q20.fastq.gz,N/A,PACBIO_SMRT,N/A,N/A,N/A,N/A,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,N/A,HG01071,N/A,N/A,N/A,SRP305758,N/A,34.02,1259306,N/A,25024697066
